"Model","Simulation","Sample_Size","N_False_Covariates","Covariate","True_Effect","Estimate","SE","p_value","Significant","RMSE_data","RMSE_latent"
"VAST_GMRF",22,200,3,"false_3",0,0.0853373554773686,0.161750281896112,0.59778597706261,FALSE,0.288602024233881,0.195376303084243
"VAST_RSR",22,200,3,"real",1,0.621127979827227,0.0590640514888883,0,TRUE,0.255585541306184,0.157821054559962
"VAST_RSR",22,200,3,"false_1",0,0.348150957162613,0.0714840963571273,1.11413454795262e-06,TRUE,0.255585541306184,0.157821054559962
"VAST_RSR",22,200,3,"false_2",0,0.432430628495512,0.0788548816236694,4.16099457112296e-08,TRUE,0.255585541306184,0.157821054559962
"VAST_RSR",22,200,3,"false_3",0,0.0501243233169315,0.0662816872262588,0.449510196621273,FALSE,0.255585541306184,0.157821054559962
"VAST_Selected",22,200,3,"real",1,0.483439420333536,0.0551986656783035,0,TRUE,0.277758419356059,0.183078195705279
"Covariate_Only",23,200,3,"real",1,1.50873369423662,0.126006105399428,4.01079249933703e-25,TRUE,0.265801244688068,0.196586707109904
"Covariate_Only",23,200,3,"false_1",0,0.246220500496896,0.106097449501081,0.0213370528729375,TRUE,0.265801244688068,0.196586707109904
"Covariate_Only",23,200,3,"false_2",0,-0.05148298860021,0.0770122287445947,0.504602443349587,FALSE,0.265801244688068,0.196586707109904
"Covariate_Only",23,200,3,"false_3",0,0.508925212056295,0.111418472575213,8.72946798238136e-06,TRUE,0.265801244688068,0.196586707109904
"VAST_GMRF",23,200,3,"real",1,1.01977947159698,0.156883238310414,8.01892996449283e-11,TRUE,0.284361270598565,0.216604354515657
"VAST_GMRF",23,200,3,"false_1",0,0.0134842382441725,0.170384218426418,0.93692112223246,FALSE,0.284361270598565,0.216604354515657
"VAST_GMRF",23,200,3,"false_2",0,-0.0479435805156517,0.13627731382068,0.724981535931557,FALSE,0.284361270598565,0.216604354515657
"VAST_GMRF",23,200,3,"false_3",0,0.32349274407243,0.154580271149262,0.0363744347439654,TRUE,0.284361270598565,0.216604354515657
"VAST_RSR",23,200,3,"real",1,1.50873369423662,0.0808568239155289,0,TRUE,0.265801244688068,0.196586707109904
"VAST_RSR",23,200,3,"false_1",0,0.246220500496896,0.0680816438616355,0.000298558524663983,TRUE,0.265801244688068,0.196586707109904
"VAST_RSR",23,200,3,"false_2",0,-0.05148298860021,0.0494179563696949,0.297510404254709,FALSE,0.265801244688068,0.196586707109904
"VAST_RSR",23,200,3,"false_3",0,0.508925212056295,0.0714960897283001,1.09323661234839e-12,TRUE,0.265801244688068,0.196586707109904
"VAST_Selected",23,200,3,"real",1,1.5298370209243,0.0762834930418229,0,TRUE,0.269451212223084,0.204943798088745
"VAST_Selected",23,200,3,"false_1",0,0.498538249954678,0.0713941982129707,2.89157586763622e-12,TRUE,0.269451212223084,0.204943798088745
"Covariate_Only",24,200,3,"real",1,1.01925019443513,0.116942368708686,1.24809450097157e-15,TRUE,0.277139892970856,0.213560962107473
"Covariate_Only",24,200,3,"false_1",0,-0.0182642029815614,0.123293841595538,0.88238884890926,FALSE,0.277139892970856,0.213560962107473
"Covariate_Only",24,200,3,"false_2",0,0.499380677645197,0.104406305351203,3.39867768845947e-06,TRUE,0.277139892970856,0.213560962107473
"Covariate_Only",24,200,3,"false_3",0,0.0571566211281579,0.104982442516378,0.586760888826877,FALSE,0.277139892970856,0.213560962107473
"VAST_GMRF",24,200,3,"real",1,1.1190473381141,0.160003188972518,2.67330602099491e-12,TRUE,0.280521552552085,0.214908442357471
"VAST_GMRF",24,200,3,"false_1",0,0.0366055554688566,0.163888885711502,0.823258496008685,FALSE,0.280521552552085,0.214908442357471
"VAST_GMRF",24,200,3,"false_2",0,0.380354785353301,0.143397785609098,0.00799110699887318,TRUE,0.280521552552085,0.214908442357471
"VAST_GMRF",24,200,3,"false_3",0,0.183892645654332,0.147646708832246,0.212951325153853,FALSE,0.280521552552085,0.214908442357471
"VAST_RSR",24,200,3,"real",1,1.01925019443513,0.081228391807571,0,TRUE,0.277139892970856,0.213560962107473
"VAST_RSR",24,200,3,"false_1",0,-0.0182642029815615,0.0856401369595231,0.831118821889837,FALSE,0.277139892970856,0.213560962107473
"VAST_RSR",24,200,3,"false_2",0,0.499380677645197,0.0725208183474954,5.73696645744803e-12,TRUE,0.277139892970856,0.213560962107473
"VAST_RSR",24,200,3,"false_3",0,0.0571566211281578,0.0729210043186238,0.433148315818787,FALSE,0.277139892970856,0.213560962107473
"VAST_Selected",24,200,3,"real",1,1.02976707230804,0.0793075119351443,0,TRUE,0.277356735752937,0.213975726736179
"VAST_Selected",24,200,3,"false_1",0,0.514703457570272,0.0661100440776676,6.99440505513849e-15,TRUE,0.277356735752937,0.213975726736179
"Covariate_Only",25,200,3,"real",1,1.19372275541069,0.0845981123027622,1.28391910858451e-31,TRUE,0.281390572666388,0.203713991207781
"Covariate_Only",25,200,3,"false_1",0,-0.182179085582083,0.128539048642228,0.157989449909506,FALSE,0.281390572666388,0.203713991207781
"Covariate_Only",25,200,3,"false_2",0,0.203262285588918,0.128365254550971,0.114935278691671,FALSE,0.281390572666388,0.203713991207781
"Covariate_Only",25,200,3,"false_3",0,-0.222409616871754,0.11294910673085,0.0503565554613674,FALSE,0.281390572666388,0.203713991207781
"VAST_GMRF",25,200,3,"real",1,0.91909633720193,0.14403247417283,1.75734982121867e-10,TRUE,0.29683386109871,0.229314174250546
"VAST_GMRF",25,200,3,"false_1",0,-0.0303334165484602,0.169837678346753,0.858249911782232,FALSE,0.29683386109871,0.229314174250546
"VAST_GMRF",25,200,3,"false_2",0,-0.24389907512712,0.156811074331104,0.119858226004864,FALSE,0.29683386109871,0.229314174250546
"VAST_GMRF",25,200,3,"false_3",0,-0.00986538905092652,0.148008763494452,0.94685708596453,FALSE,0.29683386109871,0.229314174250546
"VAST_RSR",25,200,3,"real",1,1.19372275541069,0.0571512576142223,0,TRUE,0.281390572666388,0.203713991207781
"VAST_RSR",25,200,3,"false_1",0,-0.182179085582082,0.0868360780456702,0.0359082036095564,TRUE,0.281390572666388,0.203713991207781
"VAST_RSR",25,200,3,"false_2",0,0.203262285588918,0.0867186693871212,0.0190818733394353,TRUE,0.281390572666388,0.203713991207781
"VAST_RSR",25,200,3,"false_3",0,-0.222409616871753,0.0763041079802007,0.00355940418293088,TRUE,0.281390572666388,0.203713991207781
"VAST_Selected",25,200,3,"real",1,1.10548621137989,0.0519628554932482,0,TRUE,0.287072968388983,0.214361234309891
"Covariate_Only",26,200,3,"real",1,1.93991997833987,0.136492290559388,6.27020683031174e-32,TRUE,0.328184243463253,0.244928858151978
"Covariate_Only",26,200,3,"false_1",0,-0.270233137752628,0.133155309750427,0.0437706336850958,TRUE,0.328184243463253,0.244928858151978
"Covariate_Only",26,200,3,"false_2",0,-0.414076154397103,0.0912288519053092,9.88025111279298e-06,TRUE,0.328184243463253,0.244928858151978
"Covariate_Only",26,200,3,"false_3",0,-0.737314541455643,0.135889982135757,1.69859356984636e-07,TRUE,0.328184243463253,0.244928858151978
"VAST_GMRF",26,200,3,"real",1,1.41181991297425,0.147733915620014,0,TRUE,0.373601743398351,0.297675677532043
"VAST_GMRF",26,200,3,"false_1",0,-0.193246763945267,0.136683000800948,0.157411313794318,FALSE,0.373601743398351,0.297675677532043
"VAST_GMRF",26,200,3,"false_2",0,0.0678325916523428,0.144165333682659,0.63798395071168,FALSE,0.373601743398351,0.297675677532043
"VAST_GMRF",26,200,3,"false_3",0,-0.116183279982017,0.152639635856538,0.446561135870887,FALSE,0.373601743398351,0.297675677532043
"VAST_RSR",26,200,3,"real",1,1.93991997833987,0.0990311971405883,0,TRUE,0.328184243463253,0.244928858151978
"VAST_RSR",26,200,3,"false_1",0,-0.270233137752628,0.0966100698886955,0.00515551279913717,TRUE,0.328184243463253,0.244928858151978
"VAST_RSR",26,200,3,"false_2",0,-0.414076154397104,0.0661905693055485,3.95437682598754e-10,TRUE,0.328184243463253,0.244928858151978
"VAST_RSR",26,200,3,"false_3",0,-0.737314541455644,0.0985941957246438,7.52731210695856e-14,TRUE,0.328184243463253,0.244928858151978
"VAST_Selected",26,200,3,"real",1,1.93244952952527,0.0949166134772308,0,TRUE,0.369337229841276,0.300469824592839
"Covariate_Only",27,200,3,"real",1,0.55783582654611,0.12654736307889,1.72043364033451e-05,TRUE,0.268733445166438,0.213392719187751
"Covariate_Only",27,200,3,"false_1",0,0.041342377620526,0.0984190973924432,0.674900754486108,FALSE,0.268733445166438,0.213392719187751
"Covariate_Only",27,200,3,"false_2",0,0.362195434562138,0.084248765026131,2.70683744974529e-05,TRUE,0.268733445166438,0.213392719187751
"Covariate_Only",27,200,3,"false_3",0,0.203073950894279,0.0814176914674181,0.0134545803944747,TRUE,0.268733445166438,0.213392719187751
"VAST_GMRF",27,200,3,"real",1,0.641906167409724,0.157493337586409,4.58629000553712e-05,TRUE,0.27245087512316,0.215935571243266
"VAST_GMRF",27,200,3,"false_1",0,-0.0116964135833267,0.156964166931263,0.940599446841954,FALSE,0.27245087512316,0.215935571243266
"VAST_GMRF",27,200,3,"false_2",0,0.195867930185359,0.131448645452181,0.136205337178113,FALSE,0.27245087512316,0.215935571243266
"VAST_GMRF",27,200,3,"false_3",0,0.142963559215531,0.131912812015482,0.278465408263234,FALSE,0.27245087512316,0.215935571243266
"VAST_RSR",27,200,3,"real",1,0.55783582654611,0.0847501015319648,4.63769023184568e-11,TRUE,0.268733445166438,0.213392719187751
"VAST_RSR",27,200,3,"false_1",0,0.041342377620526,0.0659123058257174,0.530506471880986,FALSE,0.268733445166438,0.213392719187751
"VAST_RSR",27,200,3,"false_2",0,0.362195434562137,0.0564222850337554,1.36840871967081e-10,TRUE,0.268733445166438,0.213392719187751
"VAST_RSR",27,200,3,"false_3",0,0.203073950894279,0.0545262852617507,0.000195833614138219,TRUE,0.268733445166438,0.213392719187751
"VAST_Selected",27,200,3,"real",1,0.772905689368671,0.0735061937505,0,TRUE,0.284261695340702,0.228709312292639
"Covariate_Only",28,200,3,"real",1,1.0342147232304,0.072506015639339,4.37903781739044e-32,TRUE,0.271782357310692,0.189610893309282
"Covariate_Only",28,200,3,"false_1",0,-0.257097840498358,0.127444751293035,0.0450322650025434,TRUE,0.271782357310692,0.189610893309282
"Covariate_Only",28,200,3,"false_2",0,0.00610318796417058,0.12924078423254,0.962383514450952,FALSE,0.271782357310692,0.189610893309282
"Covariate_Only",28,200,3,"false_3",0,0.261386022851152,0.0898781732823225,0.00405646075340984,TRUE,0.271782357310692,0.189610893309282
"VAST_GMRF",28,200,3,"real",1,0.951432039287065,0.155519748610764,9.49015976914325e-10,TRUE,0.279763025040829,0.205703783691643
"VAST_GMRF",28,200,3,"false_1",0,-0.0148893252091877,0.186906597925914,0.936506202949628,FALSE,0.279763025040829,0.205703783691643
"VAST_GMRF",28,200,3,"false_2",0,-0.0203129336120352,0.173805247261215,0.90696163841069,FALSE,0.279763025040829,0.205703783691643
"VAST_GMRF",28,200,3,"false_3",0,0.0167670290850391,0.149357771566667,0.910616589630611,FALSE,0.279763025040829,0.205703783691643
"VAST_RSR",28,200,3,"real",1,1.0342147232304,0.0500846140312274,0,TRUE,0.271782357310692,0.189610893309282
"VAST_RSR",28,200,3,"false_1",0,-0.257097840498358,0.0880343668388567,0.0034955337104412,TRUE,0.271782357310692,0.189610893309282
"VAST_RSR",28,200,3,"false_2",0,0.00610318796417068,0.0892750034366518,0.94549595323489,FALSE,0.271782357310692,0.189610893309282
"VAST_RSR",28,200,3,"false_3",0,0.261386022851153,0.0620846915801915,2.55198308547477e-05,TRUE,0.271782357310692,0.189610893309282
"VAST_Selected",28,200,3,"real",1,1.07056700203909,0.045919991290582,0,TRUE,0.278714983421242,0.203673135787799
"Covariate_Only",29,200,3,"real",1,0.92432148470851,0.131722649489957,3.64649663803755e-11,TRUE,0.276822043442462,0.211326679523525
"Covariate_Only",29,200,3,"false_1",0,0.278185612653543,0.10869115888567,0.0112428614862917,TRUE,0.276822043442462,0.211326679523525
"Covariate_Only",29,200,3,"false_2",0,0.0252088779269554,0.0893689242820562,0.778183961528778,FALSE,0.276822043442462,0.211326679523525
"Covariate_Only",29,200,3,"false_3",0,-0.0617588726631515,0.118036219543957,0.601415431859231,FALSE,0.276822043442462,0.211326679523525
"VAST_GMRF",29,200,3,"real",1,0.825845477523469,0.189902620121334,1.36894453777181e-05,TRUE,0.278010255984844,0.213676359197259
"VAST_GMRF",29,200,3,"false_1",0,0.231504994141242,0.1570419711533,0.140438513530482,FALSE,0.278010255984844,0.213676359197259
"VAST_GMRF",29,200,3,"false_2",0,0.0947618023195497,0.152327077744704,0.533879882137307,FALSE,0.278010255984844,0.213676359197259
"VAST_GMRF",29,200,3,"false_3",0,-0.146557331907016,0.156161511788765,0.347988329120323,FALSE,0.278010255984844,0.213676359197259
"VAST_RSR",29,200,3,"real",1,0.92432148470851,0.0980099143483382,0,TRUE,0.276822043442462,0.211326679523525
"VAST_RSR",29,200,3,"false_1",0,0.278185612653543,0.0808730405443167,0.00058218335863014,TRUE,0.276822043442462,0.211326679523525
"VAST_RSR",29,200,3,"false_2",0,0.0252088779269556,0.0664960858910999,0.704611241514366,FALSE,0.276822043442462,0.211326679523525
"VAST_RSR",29,200,3,"false_3",0,-0.0617588726631514,0.0878263519015144,0.481935503776549,FALSE,0.276822043442462,0.211326679523525
"VAST_Selected",29,200,3,"real",1,0.904919805212885,0.0962269638541633,0,TRUE,0.282174904358591,0.21415909846869
"Covariate_Only",30,200,3,"real",1,0.795548144966304,0.117658804997306,1.54696192006719e-10,TRUE,0.298318797955329,0.210532793340018
"Covariate_Only",30,200,3,"false_1",0,0.0363580791020316,0.119657317671584,0.761564852734694,FALSE,0.298318797955329,0.210532793340018
"Covariate_Only",30,200,3,"false_2",0,0.0700689939471804,0.125472622329223,0.577184278522979,FALSE,0.298318797955329,0.210532793340018
"Covariate_Only",30,200,3,"false_3",0,-0.21393765593648,0.0966756229591721,0.0280616472046497,TRUE,0.298318797955329,0.210532793340018
"VAST_GMRF",30,200,3,"real",1,0.816757376987082,0.16520784910916,7.66076099778523e-07,TRUE,0.299247055789977,0.210706466420459
"VAST_GMRF",30,200,3,"false_1",0,-0.00425819422845996,0.1599480519936,0.978760940837581,FALSE,0.299247055789977,0.210706466420459
"VAST_GMRF",30,200,3,"false_2",0,0.0461004062929486,0.175712095581259,0.793041359644162,FALSE,0.299247055789977,0.210706466420459
"VAST_GMRF",30,200,3,"false_3",0,-0.14119943476642,0.154637485951767,0.361190132819601,FALSE,0.299247055789977,0.210706466420459
"VAST_RSR",30,200,3,"real",1,0.795548144966303,0.0780291444665576,0,TRUE,0.298318797955329,0.210532793340018
"VAST_RSR",30,200,3,"false_1",0,0.0363580791020316,0.0793545211281941,0.646828336318857,FALSE,0.298318797955329,0.210532793340018
"VAST_RSR",30,200,3,"false_2",0,0.0700689939471804,0.0832111236770501,0.399752787895343,FALSE,0.298318797955329,0.210532793340018
"VAST_RSR",30,200,3,"false_3",0,-0.21393765593648,0.0641134860280828,0.000847309549138697,TRUE,0.298318797955329,0.210532793340018
"VAST_Selected",30,200,3,"real",1,0.930750278008411,0.062304423873653,0,TRUE,0.30428837308887,0.216676169187028
"Covariate_Only",31,200,3,"real",1,0.936648897341112,0.0806146076006416,4.6870375602363e-24,TRUE,0.264908888296969,0.182500193106037
"Covariate_Only",31,200,3,"false_1",0,0.0701453009687033,0.0927962979031191,0.450617574080251,FALSE,0.264908888296969,0.182500193106037
"Covariate_Only",31,200,3,"false_2",0,0.185649638121015,0.127093151900443,0.145697070197675,FALSE,0.264908888296969,0.182500193106037
"Covariate_Only",31,200,3,"false_3",0,0.251216848447681,0.0978560299390226,0.0110014525930186,TRUE,0.264908888296969,0.182500193106037
"VAST_GMRF",31,200,3,"real",1,0.814311400160863,0.155567424876771,1.65468259760715e-07,TRUE,0.269461219493382,0.190796971675302
"VAST_GMRF",31,200,3,"false_1",0,0.119995024002026,0.152788836717695,0.432239521652517,FALSE,0.269461219493382,0.190796971675302
"VAST_GMRF",31,200,3,"false_2",0,-0.0187205922274331,0.166766523920734,0.910620193657942,FALSE,0.269461219493382,0.190796971675302
"VAST_GMRF",31,200,3,"false_3",0,0.340014832561256,0.165581054023345,0.0400275397999622,TRUE,0.269461219493382,0.190796971675302
"VAST_RSR",31,200,3,"real",1,0.936648897341113,0.0667393896739242,0,TRUE,0.264908888296969,0.182500193106037
"VAST_RSR",31,200,3,"false_1",0,0.0701453009687036,0.0768243928784508,0.361210843811503,FALSE,0.264908888296969,0.182500193106037
"VAST_RSR",31,200,3,"false_2",0,0.185649638121015,0.105218143981928,0.0776602692387309,FALSE,0.264908888296969,0.182500193106037
"VAST_RSR",31,200,3,"false_3",0,0.251216848447681,0.0810132544016954,0.00192910532261903,TRUE,0.264908888296969,0.182500193106037
"VAST_Selected",31,200,3,"real",1,0.921263012913903,0.0637733363373913,0,TRUE,0.267898012934379,0.183325413007326
"VAST_Selected",31,200,3,"false_1",0,0.24602479681689,0.0711024086990374,0.00053988027392704,TRUE,0.267898012934379,0.183325413007326
"Covariate_Only",32,200,3,"real",1,0.898541997375593,0.115966320271753,4.99196164435723e-13,TRUE,0.285260113345508,0.186797393520914
"Covariate_Only",32,200,3,"false_1",0,-0.0929891187486876,0.131896497270155,0.481641627210828,FALSE,0.285260113345508,0.186797393520914
"Covariate_Only",32,200,3,"false_2",0,0.133091948180126,0.104237996501229,0.203188255666036,FALSE,0.285260113345508,0.186797393520914
"Covariate_Only",32,200,3,"false_3",0,-0.159014134222365,0.133905184250855,0.236469866491164,FALSE,0.285260113345508,0.186797393520914
"VAST_GMRF",32,200,3,"real",1,1.04733612102943,0.17758623456399,3.68782160364844e-09,TRUE,0.291107961803351,0.202712352686021
"VAST_GMRF",32,200,3,"false_1",0,-0.0087038146388967,0.19571990124463,0.964529151379364,FALSE,0.291107961803351,0.202712352686021
"VAST_GMRF",32,200,3,"false_2",0,-0.0643377393777644,0.16202189547871,0.691298978007741,FALSE,0.291107961803351,0.202712352686021
"VAST_GMRF",32,200,3,"false_3",0,-0.180985126315113,0.195514873447235,0.354609863101042,FALSE,0.291107961803351,0.202712352686021
"VAST_RSR",32,200,3,"real",1,0.898541997375594,0.0811582709244302,0,TRUE,0.285260113345508,0.186797393520914
"VAST_RSR",32,200,3,"false_1",0,-0.0929891187486876,0.0923069011274127,0.313747032651315,FALSE,0.285260113345508,0.186797393520914
"VAST_RSR",32,200,3,"false_2",0,0.133091948180126,0.0729502802265526,0.0680886049429785,FALSE,0.285260113345508,0.186797393520914
"VAST_RSR",32,200,3,"false_3",0,-0.159014134222365,0.0937126675758091,0.0897294741822505,FALSE,0.285260113345508,0.186797393520914
"VAST_Selected",32,200,3,"real",1,0.805697807323595,0.0805406233548334,0,TRUE,0.289992546156483,0.199040331036013
"Covariate_Only",33,200,3,"real",1,1.05556686667527,0.106411126583749,4.90084198900862e-19,TRUE,0.271428221067959,0.209326545229061
"Covariate_Only",33,200,3,"false_1",0,0.194414384484935,0.0799533963064869,0.0159360774424037,TRUE,0.271428221067959,0.209326545229061
"Covariate_Only",33,200,3,"false_2",0,-0.180611451204536,0.0907615492981753,0.0479930418167902,TRUE,0.271428221067959,0.209326545229061
"Covariate_Only",33,200,3,"false_3",0,0.383510347613142,0.116642533168076,0.00119728858252292,TRUE,0.271428221067959,0.209326545229061
"VAST_GMRF",33,200,3,"real",1,0.872090113258078,0.161718417560185,6.94278006196924e-08,TRUE,0.288030996403664,0.234685616924789
"VAST_GMRF",33,200,3,"false_1",0,-0.0425576958144853,0.15161485314533,0.778943511249962,FALSE,0.288030996403664,0.234685616924789
"VAST_GMRF",33,200,3,"false_2",0,-0.203205694001361,0.154494691414838,0.18841165017879,FALSE,0.288030996403664,0.234685616924789
"VAST_GMRF",33,200,3,"false_3",0,0.1212578946076,0.162672482191689,0.45602315866214,FALSE,0.288030996403664,0.234685616924789
"VAST_RSR",33,200,3,"real",1,1.05556686667527,0.079329987567775,0,TRUE,0.271428221067959,0.209326545229061
"VAST_RSR",33,200,3,"false_1",0,0.194414384484936,0.0596056271427883,0.00110754730566009,TRUE,0.271428221067959,0.209326545229061
"VAST_RSR",33,200,3,"false_2",0,-0.180611451204536,0.0676631552414731,0.00760155771966164,TRUE,0.271428221067959,0.209326545229061
"VAST_RSR",33,200,3,"false_3",0,0.383510347613142,0.0869575485493488,1.03219442814106e-05,TRUE,0.271428221067959,0.209326545229061
"VAST_Selected",33,200,3,"real",1,1.02622506781267,0.0788132203580533,0,TRUE,0.293810527025225,0.238589926662707
"Covariate_Only",34,200,3,"real",1,0.404600144663504,0.107125847838915,0.000210825091832138,TRUE,0.282358479063832,0.205170758082621
"Covariate_Only",34,200,3,"false_1",0,0.437836903115115,0.0787147697081183,8.69604445894782e-08,TRUE,0.282358479063832,0.205170758082621
"Covariate_Only",34,200,3,"false_2",0,-0.431215048366253,0.124576150357536,0.000660096281248032,TRUE,0.282358479063832,0.205170758082621
"Covariate_Only",34,200,3,"false_3",0,-0.103539869216018,0.0933588243796642,0.268773296786008,FALSE,0.282358479063832,0.205170758082621
"VAST_GMRF",34,200,3,"real",1,0.73037102971483,0.143706529840393,3.72737019915803e-07,TRUE,0.304284463397538,0.231528167799982
"VAST_GMRF",34,200,3,"false_1",0,0.119826813190322,0.142341281355637,0.399884484442056,FALSE,0.304284463397538,0.231528167799982
"VAST_GMRF",34,200,3,"false_2",0,-0.181795107136591,0.143205932786743,0.204274798877567,FALSE,0.304284463397538,0.231528167799982
"VAST_GMRF",34,200,3,"false_3",0,0.098124805743813,0.14648094811371,0.50293364507869,FALSE,0.304284463397538,0.231528167799982
"VAST_RSR",34,200,3,"real",1,0.404600144663503,0.077535123801731,1.80590318921148e-07,TRUE,0.282358479063832,0.205170758082621
"VAST_RSR",34,200,3,"false_1",0,0.437836903115116,0.0569718656838172,1.53210777398272e-14,TRUE,0.282358479063832,0.205170758082621
"VAST_RSR",34,200,3,"false_2",0,-0.431215048366253,0.090165234960276,1.73130182157255e-06,TRUE,0.282358479063832,0.205170758082621
"VAST_RSR",34,200,3,"false_3",0,-0.103539869216018,0.0675708818393297,0.125444745386657,FALSE,0.282358479063832,0.205170758082621
"VAST_Selected",34,200,3,"real",1,0.703704313329458,0.062505084868106,0,TRUE,0.31528592981235,0.240163827476695
"Covariate_Only",35,200,3,"real",1,1.0651912134195,0.0700903662408869,6.34254325826409e-35,TRUE,0.213021715902626,0.145756307118856
"Covariate_Only",35,200,3,"false_1",0,0.406445114993869,0.0798113414126867,8.29915569579503e-07,TRUE,0.213021715902626,0.145756307118856
"Covariate_Only",35,200,3,"false_2",0,-0.101030937376181,0.0542749499524881,0.0641834109082778,FALSE,0.213021715902626,0.145756307118856
"Covariate_Only",35,200,3,"false_3",0,0.0346441556901633,0.102433626646663,0.735568211708096,FALSE,0.213021715902626,0.145756307118856
"VAST_GMRF",35,200,3,"real",1,1.03625683978731,0.118480392542536,0,TRUE,0.216651163625343,0.150795274846772
"VAST_GMRF",35,200,3,"false_1",0,0.239863568611614,0.130990531971322,0.0670778656806228,FALSE,0.216651163625343,0.150795274846772
"VAST_GMRF",35,200,3,"false_2",0,-0.103365501632995,0.108537386882639,0.340919875960459,FALSE,0.216651163625343,0.150795274846772
"VAST_GMRF",35,200,3,"false_3",0,-0.00601063970068293,0.126618538269125,0.962138276785704,FALSE,0.216651163625343,0.150795274846772
"VAST_RSR",35,200,3,"real",1,1.0651912134195,0.0621971463173475,0,TRUE,0.213021715902626,0.145756307118856
"VAST_RSR",35,200,3,"false_1",0,0.406445114993869,0.070823394795345,9.53194068120666e-09,TRUE,0.213021715902626,0.145756307118856
"VAST_RSR",35,200,3,"false_2",0,-0.101030937376182,0.0481627816290735,0.0359318928307728,TRUE,0.213021715902626,0.145756307118856
"VAST_RSR",35,200,3,"false_3",0,0.0346441556901632,0.0908980735307172,0.703105376063022,FALSE,0.213021715902626,0.145756307118856
"VAST_Selected",35,200,3,"real",1,1.01977704660826,0.0615260079848108,0,TRUE,0.233286522472936,0.175741067885509
"Covariate_Only",36,200,3,"real",1,1.49365882582748,0.187059870981002,1.18879502149735e-13,TRUE,0.313910720653866,0.228680801437837
"Covariate_Only",36,200,3,"false_1",0,0.173498793531019,0.163101737900271,0.288759345803748,FALSE,0.313910720653866,0.228680801437837
"Covariate_Only",36,200,3,"false_2",0,0.420565706182999,0.0907442942031375,6.53320509565574e-06,TRUE,0.313910720653866,0.228680801437837
"Covariate_Only",36,200,3,"false_3",0,-0.754719307407171,0.119050319554492,1.56704314356175e-09,TRUE,0.313910720653866,0.228680801437837
"VAST_GMRF",36,200,3,"real",1,0.927316496335826,0.171726411344582,6.66541474236837e-08,TRUE,0.342612698859884,0.255810128735534
"VAST_GMRF",36,200,3,"false_1",0,-0.10511592325124,0.152785943197984,0.491456102061228,FALSE,0.342612698859884,0.255810128735534
"VAST_GMRF",36,200,3,"false_2",0,0.086723259021317,0.138070835109499,0.529933843050201,FALSE,0.342612698859884,0.255810128735534
"VAST_GMRF",36,200,3,"false_3",0,-0.0911397449011193,0.13141965988891,0.487994819711778,FALSE,0.342612698859884,0.255810128735534
"VAST_RSR",36,200,3,"real",1,1.49365882582748,0.120865760241391,0,TRUE,0.313910720653866,0.228680801437837
"VAST_RSR",36,200,3,"false_1",0,0.173498793531018,0.105385593631733,0.0996971460607684,FALSE,0.313910720653866,0.228680801437837
"VAST_RSR",36,200,3,"false_2",0,0.420565706182999,0.0586329823115536,7.34523553092004e-13,TRUE,0.313910720653866,0.228680801437837
"VAST_RSR",36,200,3,"false_3",0,-0.754719307407171,0.0769224703538661,0,TRUE,0.313910720653866,0.228680801437837
"VAST_Selected",36,200,3,"real",1,0.9045892302432,0.0962006373596255,0,TRUE,0.350096867826503,0.263868282903902
"Covariate_Only",37,200,3,"real",1,0.970824461925335,0.110952375987398,1.00493074879063e-15,TRUE,0.268821201258657,0.195881228634093
"Covariate_Only",37,200,3,"false_1",0,0.281382585290382,0.115040602410969,0.015334372222276,TRUE,0.268821201258657,0.195881228634093
"Covariate_Only",37,200,3,"false_2",0,-0.246421782781582,0.0865929553332282,0.00490430888028286,TRUE,0.268821201258657,0.195881228634093
"Covariate_Only",37,200,3,"false_3",0,-0.130243910698253,0.108889202081116,0.233104403541408,FALSE,0.268821201258657,0.195881228634093
"VAST_GMRF",37,200,3,"real",1,0.977372491152274,0.163370117510839,2.1964962071408e-09,TRUE,0.270668563736508,0.198980508547606
"VAST_GMRF",37,200,3,"false_1",0,0.147954690115497,0.155807745586226,0.342316664320643,FALSE,0.270668563736508,0.198980508547606
"VAST_GMRF",37,200,3,"false_2",0,-0.216622843989116,0.151843305260418,0.153689175389926,FALSE,0.270668563736508,0.198980508547606
"VAST_GMRF",37,200,3,"false_3",0,-0.0493507007621892,0.168083368586208,0.769057102434954,FALSE,0.270668563736508,0.198980508547606
"VAST_RSR",37,200,3,"real",1,0.970824461925335,0.075735685968555,0,TRUE,0.268821201258657,0.195881228634093
"VAST_RSR",37,200,3,"false_1",0,0.281382585290382,0.0785262943699386,0.000339291902814565,TRUE,0.268821201258657,0.195881228634093
"VAST_RSR",37,200,3,"false_2",0,-0.246421782781582,0.0591080345404351,3.05930206759841e-05,TRUE,0.268821201258657,0.195881228634093
"VAST_RSR",37,200,3,"false_3",0,-0.130243910698253,0.0743273710075263,0.079722100829174,FALSE,0.268821201258657,0.195881228634093
"VAST_Selected",37,200,3,"real",1,0.809829668835103,0.065240773599681,0,TRUE,0.277616437528695,0.195886846553522
"Covariate_Only",38,200,3,"real",1,0.85217793076553,0.138670547969673,4.40974121902862e-09,TRUE,0.277278084101535,0.214308252078426
